Country/Region,total_case,ac_recover,ac_active,ac_death,c_recover,c_active,c_death,w_recover,w_active,w_death,Date
Kuwait,1405,206,1196,3,0.14661921708185052,0.8512455516014235,0.002135231316725979,0.0004031161267976338,0.0008477111091265032,2.2358526424051813e-05,"16 Apr,2020"
Kyrgyzstan,449,78,366,5,0.17371937639198218,0.8151447661469933,0.011135857461024499,0.00015263620335056034,0.0002594166103179767,3.726421070675302e-05,"16 Apr,2020"
Laos,19,1,18,0,0.05263157894736842,0.9473684210526315,0.0,1.9568744019302608e-06,1.2758193950064429e-05,0.0,"16 Apr,2020"
Latvia,666,44,617,5,0.06606606606606606,0.9264264264264265,0.0075075075075075074,8.610247368493149e-05,0.00043732253706609735,3.726421070675302e-05,"16 Apr,2020"
Lebanon,658,85,552,21,0.12917933130699089,0.8389057750759878,0.031914893617021274,0.00016633432416407218,0.00039125128113530916,0.0001565096849683627,"16 Apr,2020"
Liberia,59,4,49,6,0.06779661016949153,0.8305084745762712,0.1016949152542373,7.827497607721043e-06,3.4730639086286503e-05,4.4717052848103625e-05,"16 Apr,2020"
Libya,48,9,38,1,0.1875,0.7916666666666666,0.020833333333333332,1.761186961737235e-05,2.693396500569157e-05,7.452842141350604e-06,"16 Apr,2020"
Liechtenstein,79,55,23,1,0.6962025316455697,0.2911392405063291,0.012658227848101266,0.00010762809210616435,1.6302136713971216e-05,7.452842141350604e-06,"16 Apr,2020"
Lithuania,1091,138,923,30,0.12648945921173235,0.846012832263978,0.027497708524289642,0.000270048667466376,0.0006542118342171926,0.00022358526424051813,"16 Apr,2020"
Luxembourg,3373,526,2778,69,0.15594426326712127,0.8235991698784465,0.020456566854432257,0.0010293159354153173,0.0019690145996266104,0.0005142461077531917,"16 Apr,2020"
MS Zaandam,9,0,7,2,0.0,0.7777777777777778,0.2222222222222222,0.0,4.9615198694695e-06,1.4905684282701208e-05,"16 Apr,2020"
Madagascar,110,29,81,0,0.2636363636363636,0.7363636363636363,0.0,5.674935765597757e-05,5.741187277528993e-05,0.0,"16 Apr,2020"
Malawi,16,0,14,2,0.0,0.875,0.125,0.0,9.923039738939e-06,1.4905684282701208e-05,"16 Apr,2020"
Malaysia,5072,2647,2342,83,0.5218848580441641,0.46175078864353314,0.016364353312302838,0.0051798465419094,0.0016599827906139384,0.0006185858977321001,"16 Apr,2020"
Maldives,22,16,6,0,0.7272727272727273,0.2727272727272727,0.0,3.130999043088417e-05,4.252731316688143e-06,0.0,"16 Apr,2020"
Mali,148,34,101,13,0.22972972972972974,0.6824324324324325,0.08783783783783784,6.653372966562887e-05,7.158764383091708e-05,9.688694783755785e-05,"16 Apr,2020"
Malta,399,44,352,3,0.11027568922305764,0.8822055137844611,0.007518796992481203,8.610247368493149e-05,0.00024949357057903773,2.2358526424051813e-05,"16 Apr,2020"
Mauritania,7,2,4,1,0.2857142857142857,0.5714285714285714,0.14285714285714285,3.9137488038605215e-06,2.8351542111254286e-06,7.452842141350604e-06,"16 Apr,2020"
Mauritius,324,65,250,9,0.2006172839506173,0.7716049382716049,0.027777777777777776,0.00012719683612546695,0.0001771971381953393,6.707557927215543e-05,"16 Apr,2020"
Mexico,5399,2125,2868,406,0.39359140581589186,0.5312094832376366,0.07519911094647157,0.0041583581041018045,0.0020328055693769323,0.0030258539093883452,"16 Apr,2020"
Moldova,2049,171,1832,46,0.08345534407027819,0.8940946803318692,0.02244997559785261,0.00033462552273007463,0.0012985006286954464,0.0003428307385021278,"16 Apr,2020"
Monaco,93,12,78,3,0.12903225806451613,0.8387096774193549,0.03225806451612903,2.348249282316313e-05,5.528550711694586e-05,2.2358526424051813e-05,"16 Apr,2020"
Mongolia,30,5,25,0,0.16666666666666666,0.8333333333333334,0.0,9.784372009651304e-06,1.771971381953393e-05,0.0,"16 Apr,2020"
Montenegro,288,55,229,4,0.1909722222222222,0.7951388888888888,0.013888888888888888,0.00010762809210616435,0.0001623125785869308,2.9811368565402417e-05,"16 Apr,2020"
Morocco,2024,229,1668,127,0.11314229249011858,0.8241106719367589,0.06274703557312253,0.00044812423804202977,0.0011822593060393037,0.0009465109519515267,"16 Apr,2020"
Mozambique,29,2,27,0,0.06896551724137931,0.9310344827586207,0.0,3.9137488038605215e-06,1.9137290925096642e-05,0.0,"16 Apr,2020"
Namibia,16,3,13,0,0.1875,0.8125,0.0,5.870623205790783e-06,9.214251186157644e-06,0.0,"16 Apr,2020"
Nepal,16,1,15,0,0.0625,0.9375,0.0,1.9568744019302608e-06,1.0631828291720358e-05,0.0,"16 Apr,2020"
Netherlands,28316,304,24867,3145,0.010735979658143806,0.8781960728916514,0.11106794745020483,0.0005948898181867993,0.01762544494201401,0.02343918853454765,"16 Apr,2020"
New Zealand,1386,728,649,9,0.5252525252525253,0.46825396825396826,0.006493506493506494,0.0014246045646052299,0.0004600037707551008,6.707557927215543e-05,"16 Apr,2020"
Nicaragua,9,4,4,1,0.4444444444444444,0.4444444444444444,0.1111111111111111,7.827497607721043e-06,2.8351542111254286e-06,7.452842141350604e-06,"16 Apr,2020"
Niger,584,90,480,14,0.1541095890410959,0.821917808219178,0.023972602739726026,0.00017611869617372347,0.00034021850533505146,0.00010433978997890845,"16 Apr,2020"
Nigeria,407,128,267,12,0.3144963144963145,0.6560196560196561,0.029484029484029485,0.0002504799234470734,0.00018924654359262237,8.943410569620725e-05,"16 Apr,2020"
North Macedonia,974,98,831,45,0.10061601642710473,0.8531827515400411,0.04620123203285421,0.00019177369138916557,0.0005890032873613078,0.0003353778963607772,"16 Apr,2020"
Norway,6740,32,6558,150,0.004747774480712166,0.9729970326409495,0.02225519287833828,6.261998086176834e-05,0.00464823532914014,0.0011179263212025906,"16 Apr,2020"
Oman,910,131,775,4,0.14395604395604394,0.8516483516483516,0.004395604395604396,0.00025635054665286417,0.0005493111284055518,2.9811368565402417e-05,"16 Apr,2020"
Pakistan,6383,1446,4826,111,0.22653924486918378,0.7560708130972896,0.017389942033526555,0.002829640385191157,0.0034206135557228296,0.000827265477689917,"16 Apr,2020"
Panama,3574,72,3407,95,0.020145495243424735,0.9532736429770565,0.026580861779518745,0.0001408949569389788,0.002414842599326084,0.0007080200034283074,"16 Apr,2020"
Papua New Guinea,2,0,2,0,0.0,1.0,0.0,0.0,1.4175771055627143e-06,0.0,"16 Apr,2020"
Paraguay,161,23,130,8,0.14285714285714285,0.8074534161490683,0.049689440993788817,4.5008111244396e-05,9.214251186157643e-05,5.9622737130804834e-05,"16 Apr,2020"
Peru,11475,3108,8113,254,0.2708496732026144,0.7070152505446623,0.02213507625272331,0.006081965641199251,0.00575040152871515,0.0018930219039030535,"16 Apr,2020"
Philippines,5453,353,4751,349,0.06473500825233816,0.8712635246653219,0.06400146708234,0.0006907766638813821,0.0033674544142642277,0.0026010419073313608,"16 Apr,2020"
Poland,7582,668,6628,286,0.08810340279609602,0.874175679240306,0.03772091796359799,0.0013071921004894143,0.004697850527834836,0.0021315128524262727,"16 Apr,2020"
Portugal,18091,383,17109,599,0.021170747885689015,0.945718865734343,0.03311038637996794,0.00074948289593929,0.01212666334953624,0.004464252442669012,"16 Apr,2020"
Qatar,3711,406,3298,7,0.10940447318782,0.8887092427917004,0.001886284020479655,0.000794491007183686,0.002337584647072916,5.2169894989454226e-05,"16 Apr,2020"
Romania,7216,1217,5627,372,0.1686529933481153,0.7797949002217295,0.05155210643015521,0.0023815161471491277,0.003988353186500697,0.002772457276582425,"16 Apr,2020"
Russia,24490,1986,22306,198,0.08109432421396488,0.9108207431604737,0.008084932625561453,0.003886352562233498,0.015810237458340953,0.0014756627439874196,"16 Apr,2020"
Rwanda,136,54,82,0,0.39705882352941174,0.6029411764705882,0.0,0.00010567121770423409,5.8120661328071284e-05,0.0,"16 Apr,2020"
Saint Kitts and Nevis,14,0,14,0,0.0,1.0,0.0,0.0,9.923039738939e-06,0.0,"16 Apr,2020"
Saint Lucia,15,11,4,0,0.7333333333333333,0.26666666666666666,0.0,2.152561842123287e-05,2.8351542111254286e-06,0.0,"16 Apr,2020"
Saint Vincent and the Grenadines,12,1,11,0,0.08333333333333333,0.9166666666666666,0.0,1.9568744019302608e-06,7.796674080594929e-06,0.0,"16 Apr,2020"
San Marino,372,53,283,36,0.1424731182795699,0.760752688172043,0.0967741935483871,0.00010371434330230382,0.00020058716043712407,0.00026830231708862174,"16 Apr,2020"
Sao Tome and Principe,4,0,4,0,0.0,1.0,0.0,0.0,2.8351542111254286e-06,0.0,"16 Apr,2020"
Saudi Arabia,5862,931,4852,79,0.15881951552371204,0.8277038553394745,0.013476629136813374,0.0018218500681970728,0.003439042058095145,0.0005887745291666977,"16 Apr,2020"
Senegal,314,190,122,2,0.6050955414012739,0.3885350318471338,0.006369426751592357,0.00037180613636674957,8.647220343932557e-05,1.4905684282701208e-05,"16 Apr,2020"
Serbia,4873,0,4774,99,0.0,0.9796839729119639,0.020316027088036117,0.0,0.003383756550978199,0.0007378313719937098,"16 Apr,2020"
Seychelles,11,0,11,0,0.0,1.0,0.0,0.0,7.796674080594929e-06,0.0,"16 Apr,2020"
Sierra Leone,13,0,13,0,0.0,1.0,0.0,0.0,9.214251186157644e-06,0.0,"16 Apr,2020"
Singapore,3699,652,3037,10,0.1762638550959719,0.8210327115436604,0.002703433360367667,0.00127588211005853,0.0021525908347969818,7.452842141350604e-05,"16 Apr,2020"
Slovakia,863,151,706,6,0.1749710312862109,0.8180764774044033,0.006952491309385863,0.0002954880346914694,0.0005004047182636381,4.4717052848103625e-05,"16 Apr,2020"
Slovenia,1248,165,1022,61,0.13221153846153846,0.8189102564102564,0.04887820512820513,0.00032288427631849305,0.000724381900942547,0.00045462337062238687,"16 Apr,2020"
Somalia,80,2,73,5,0.025,0.9125,0.0625,3.9137488038605215e-06,5.174156435303907e-05,3.726421070675302e-05,"16 Apr,2020"
South Africa,2506,410,2062,34,0.1636073423782921,0.8228252194732641,0.013567438148443736,0.000802318504791407,0.0014615219958351584,0.00025339663280592054,"16 Apr,2020"
South Sudan,4,0,4,0,0.0,1.0,0.0,0.0,2.8351542111254286e-06,0.0,"16 Apr,2020"
Spain,177644,70853,88083,18708,0.3988482583143816,0.4958399945959334,0.10531174708968499,0.13865042199996477,0.062432222094640284,0.1394277707803871,"16 Apr,2020"
Sri Lanka,238,63,168,7,0.2647058823529412,0.7058823529411765,0.029411764705882353,0.00012328308732160643,0.000119076476867268,5.2169894989454226e-05,"16 Apr,2020"
Sudan,32,4,23,5,0.125,0.71875,0.15625,7.827497607721043e-06,1.6302136713971216e-05,3.726421070675302e-05,"16 Apr,2020"
Suriname,10,6,3,1,0.6,0.3,0.1,1.1741246411581565e-05,2.1263656583440714e-06,7.452842141350604e-06,"16 Apr,2020"
Sweden,11927,381,10343,1203,0.03194432799530477,0.8671920851848747,0.10086358681982058,0.0007455691471354295,0.007331000001417577,0.008965769096044776,"16 Apr,2020"
Switzerland,26336,15400,9697,1239,0.5847509113001215,0.368203219927096,0.0470458687727825,0.03013586578972602,0.006873122596320821,0.009234071413133399,"16 Apr,2020"
Syria,33,5,26,2,0.15151515151515152,0.7878787878787878,0.06060606060606061,9.784372009651304e-06,1.8428502372315287e-05,1.4905684282701208e-05,"16 Apr,2020"
Taiwan*,395,124,265,6,0.3139240506329114,0.6708860759493671,0.015189873417721518,0.00024265242583935235,0.00018782896648705965,4.4717052848103625e-05,"16 Apr,2020"
Tanzania,88,11,73,4,0.125,0.8295454545454546,0.045454545454545456,2.152561842123287e-05,5.174156435303907e-05,2.9811368565402417e-05,"16 Apr,2020"
Thailand,2643,1497,1103,43,0.5664018161180476,0.41732879303821413,0.016269390843738175,0.0029294409796896004,0.0007817937737178369,0.000320472212078076,"16 Apr,2020"
Timor-Leste,8,1,7,0,0.125,0.875,0.0,1.9568744019302608e-06,4.9615198694695e-06,0.0,"16 Apr,2020"
Togo,81,35,43,3,0.43209876543209874,0.5308641975308642,0.037037037037037035,6.849060406755913e-05,3.0477907769598358e-05,2.2358526424051813e-05,"16 Apr,2020"
Trinidad and Tobago,114,19,87,8,0.16666666666666666,0.7631578947368421,0.07017543859649122,3.7180613636674954e-05,6.166460409197807e-05,5.9622737130804834e-05,"16 Apr,2020"
Tunisia,780,43,702,35,0.05512820512820513,0.9,0.04487179487179487,8.414559928300122e-05,0.0004975695640525127,0.00026084947494727114,"16 Apr,2020"
Turkey,69392,5674,62200,1518,0.0817673507032511,0.896356928752594,0.021875720544154945,0.0111033053565523,0.04408664798300042,0.011313414370570218,"16 Apr,2020"
US,636350,52096,555928,28326,0.08186689714779602,0.8736198632827846,0.04451323956941935,0.10194532884295887,0.3940354025706343,0.2111092064958972,"16 Apr,2020"
Uganda,55,12,43,0,0.21818181818181817,0.7818181818181819,0.0,2.348249282316313e-05,3.0477907769598358e-05,0.0,"16 Apr,2020"
Ukraine,3764,143,3513,108,0.03799149840595112,0.9333156216790648,0.028692879914984058,0.0002798330394760273,0.002489974185920908,0.0008049069512658652,"16 Apr,2020"
